,cof,k_x,k_y,k_avg electrostatic
55,linker94_C_linker28_C_hca_relaxed,0.3922689032201537,0.380033104490572,0.38615100385536283
56,linker98_C_linker74_C_sql_relaxed,0.9898844962827338,0.9664871790198862,0.97818583765131
57,linker92_C_linker14_C_ply_relaxed,0.4682633945334216,0.4356371555877739,0.4519502750605977
58,linker92_C_linker69_C_kgd-a_relaxed,0.8565384218708726,0.8208391534055445,0.8386887876382085
59,linker105_C_linker61_C_kgm_relaxed,0.7672741778804684,0.759820389727757,0.7635472838041126
60,linker91_C_linker6_C_fxt_relaxed,0.3747201030108165,0.3866487850126997,0.3806844440117581
61,linker92_C_linker72_C_hnb_relaxed,0.7313734721141443,0.7043343226666953,0.7178538973904198
62,linker91_C_linker71_C_htb-a_relaxed,0.977028174566283,0.9833652244257556,0.9801966994960193
63,linker92_C_linker10_C_kgd-a_relaxed,0.7785515534480196,0.7821604899490505,0.780356021698535
64,linker107_N_linker66_CH_sql_relaxed,1.1320307724436611,1.1645802981528757,1.1483055352982685
65,linker102_CO_linker38_NH_kgm_relaxed,0.4687390835735253,0.446924941855433,0.45783201271447915
66,linker92_N_linker12_CH_kgd-a_relaxed,0.5524064981346569,0.5167100757020089,0.534558286918333
67,linker93_NH_linker54_CH2_hcb_relaxed,0.1968881368633098,0.1918917824006307,0.19438995963197025
