,cof,k_x,k_y,k_avg multilayer
0,linker92_C_linker18_C_tts-a_relaxed,0.4272458380365564,0.4263767191164935,0.42681127857652496
1,linker93_C_linker25_C_hcb_relaxed,0.4990644664429074,0.5106327898652353,0.5048486281540714
2,linker93_C_linker30_C_hcb_relaxed,1.08789891574927,1.0540256117184146,1.0709622637338423
3,linker92_C_linker35_C_tts-a_relaxed,1.2503592770825156,1.1922015811424265,1.221280429112471
4,linker91_C_linker76_C_car_relaxed,3.487603179738884,2.3997424721671705,2.943672825953027
5,linker93_C_linker20_C_hca_relaxed,0.3113677553178009,0.3375667243791613,0.32446723984848114
6,linker91_C_linker62_C_car_relaxed,1.741335422780597,1.2201862966250956,1.4807608597028463
7,linker93_C_linker19_C_hca_relaxed,0.5482463873328067,0.5396032217126989,0.5439248045227528
