,COF ID,k_avg [W/(mK)],k_x [W/(mK)],k_y [W/(mK)],Density [g/cm³],Largest included sphere diameter [A],Void fraction [-],Surface area [m^2/g],Dangling Mass Ratio [-]
1076,linker93_C_linker84_C_kgd-a_relaxed,0.5247290171990753,0.5398644666476496,0.509593567750501,0.35942601,24.22948,0.891213,7241.25,0.098557475
1077,linker92_C_linker62_C_kgd-a_relaxed,1.0673805169021657,1.0868789754558488,1.0478820583484827,0.80711643,12.95227,0.802293,5368.29,0.18963851
1078,linker95_C_linker9_C_hnb_relaxed,0.3766185029881116,0.3773434092879109,0.3758935966883123,0.29216276,43.65748,0.9262,8813.45,
1079,linker91_C_linker89_C_hne_relaxed,1.0926881091497198,1.049137702930584,1.136238515368856,0.73241902,20.27447,0.889169,7657.99,0.043528188
1080,linker94_C_linker87_C_hcb_relaxed,1.9461139583833085,1.983619235528665,1.908608681237952,0.47989026,26.16887,0.917763,8735.02,0.136998211
1081,linker97_CH_linker1_N_sql_relaxed,0.5818475602710875,0.5804737400523021,0.583221380489873,0.40231237,31.23883,0.917885,8065.07,0.149779085
1082,linker91_CO_linker19_NH_fxt_relaxed,0.6062226888388206,0.6429222903690973,0.5695230873085438,0.42152606,53.71311,0.930658,8375.83,0.144955595
1083,linker92_C_linker31_C_hcb_relaxed,0.8284546224025118,0.8586247382585314,0.7982845065464923,0.60873158,16.35058,0.869411,7885.66,0.155489354
1084,linker98_N_linker64_CH_sql_relaxed,0.6419449498049965,0.6455644422750051,0.6383254573349879,0.50612068,22.5283,0.890877,6987.58,0.200195061
1085,linker92_C_linker10_C_hnd_relaxed,1.0037801770768229,1.0272727205541383,0.9802876335995075,0.87675779,13.07735,0.708219,3082.61,0.4366832
1086,linker96_CO_linker8_NH_hcb_relaxed,0.6844408737710279,0.6654187016602015,0.7034630458818543,0.51576657,31.30181,0.917453,6732.43,0.298229084
1087,linker100_NH_linker57_CH2_kgm_relaxed,0.4532893234252861,0.4506521944582818,0.4559264523922904,0.85442179,19.68837,0.806067,5341.87,0.331183133
1088,linker92_C_linker74_C_hnb_relaxed,0.5923807336621332,0.59300441437758,0.5917570529466865,0.67403876,16.06136,0.736307,3945.77,0.33339421
1089,linker91_C_linker40_C_hne_relaxed,1.2645855752041455,1.2241892730696582,1.304981877338633,0.88143179,21.17007,0.89855,6525.48,0.139051149
1090,linker91_C_linker2_C_htb-a_relaxed,0.9038846856385644,0.9060338133601744,0.9017355579169544,0.94691008,24.87851,0.858462,6603.67,
1091,linker98_N_linker81_CH_kgm_relaxed,0.5781313650089117,0.6028039572869135,0.5534587727309098,0.43812608,37.45404,0.911158,7668.48,0.163475326
1092,linker91_C_linker47_C_hna_relaxed,0.9006287534515153,0.9067389745365032,0.8945185323665273,1.0372575,11.45358,0.704482,2659.26,0.460965122
1093,linker92_C_linker12_C_kgd-a_relaxed,1.037721459749644,1.0572148450002794,1.0182280744990089,0.80607815,12.08785,0.714232,3668.42,0.368354071
1094,linker95_C_linker53_C_hcb_relaxed,0.5702953257133863,0.5757540296376092,0.5648366217891633,0.4557233,31.01527,0.893359,7139.82,0.261585147
1095,linker92_C_linker81_C_tts-a_relaxed,2.566990884598808,2.538463175790281,2.5955185934073355,0.90736474,17.01395,0.874942,6958.25,0.031149486
1096,linker97_C_linker31_C_sql_relaxed,0.7769210205192898,0.795976457921474,0.7578655831171057,0.39518598,29.86105,0.910009,7694.16,0.16148313
1097,linker95_CH2_linker1_NH_hcb_relaxed,0.32484556396735265,0.3410256680663829,0.3086654598683224,0.30519072,40.37937,0.936863,9722.39,0.097160303
1098,linker107_N_linker88_CH_sql_relaxed,1.1508417936834676,1.1826193003923895,1.1190642869745455,0.99070333,11.24364,0.8614,7033.72,0.216328214
1099,linker92_CO_linker36_NH_hcb_relaxed,0.6516964708429633,0.6773289350816932,0.6260640066042336,0.56792613,25.65856,0.90223,6703.15,0.170596462
1100,linker92_C_linker39_C_fss_relaxed,1.2904938159232995,1.229189553474186,1.351798078372413,0.71465367,21.50453,0.904509,7260.86,0.066828823
1101,linker99_N_linker1_CH_kgm_relaxed,0.6441444961643528,0.6824775660860956,0.60581142624261,0.72385042,24.07156,0.88493,7388.79,0.109359606
1102,linker97_N_linker71_CH_sql_relaxed,0.5942072344782633,0.6127224044971573,0.5756920644593693,0.41415899,30.48473,0.912823,7497.5,0.160475343
1103,linker96_C_linker84_C_hcb_relaxed,1.0704167880670643,1.0302709701217665,1.110562606012362,0.54144077,25.48826,0.909869,7869.62,
1104,linker94_C_linker71_C_hcb_relaxed,0.8664922633972346,0.8573126609824077,0.8756718658120616,0.53403138,25.09385,0.901479,7289.82,0.170465897
1105,linker91_C_linker25_C_hcb_relaxed,0.8656606338770424,0.867628344849745,0.8636929229043397,0.83599037,16.68791,0.838162,6172.24,0.333274422
1106,linker109_C_linker19_C_sql_relaxed,1.751078384308907,1.7852593156690826,1.7168974529487318,0.54408076,11.81926,0.757707,5521.02,0.051959181
1107,linker92_C_linker38_C_hne_relaxed,1.2546301004668479,1.2847850988921028,1.2244751020415932,0.80852434,19.53083,0.881135,6610.06,0.165847804
1108,linker94_C_linker38_C_hca_relaxed,0.5368280879494596,0.5106043966439897,0.5630517792549293,0.30240614,68.03582,0.948118,7020.13,0.1166838
1109,linker93_C_linker25_C_hcb_relaxed,0.5328581499405571,0.5236876748970891,0.5420286249840252,0.40512904,26.31529,0.886033,6468.57,0.262857794
1110,linker100_C_linker1_C_kgm_relaxed,0.806044643034094,0.8024585525352189,0.8096307335329689,0.65891795,17.62281,0.797366,5324.04,0.208943919
1111,linker91_C_linker38_C_hca_relaxed,0.5382750706960362,0.5459896352715059,0.5305605061205665,0.5361051,36.91937,0.916351,6000.81,0.854912519
1112,linker106_C_linker19_C_kgm_relaxed,0.7684999632698345,0.7674163774636903,0.7695835490759787,0.5226123,23.02363,0.845057,7026.83,
1113,linker106_C_linker1_C_kgm_relaxed,1.00910681103668,0.9932393710339572,1.0249742510394029,0.71693563,15.52565,0.77193,5519.4,0.265505802
1114,linker98_CO_linker24_NH_sql_relaxed,0.5572818124150786,0.5614083026459717,0.5531553221841854,0.47693423,24.58253,0.890469,6730.12,0.229128788
1115,linker91_C_linker88_C_hcb_relaxed,3.2342022809286997,2.8480732508690005,3.620331310988399,1.2187845,12.55916,0.791161,4797.23,0.375015612
1116,linker97_C_linker4_C_sql_relaxed,0.949716600059098,0.9571298462701748,0.942303353848021,0.46162544,25.40602,0.899165,7335.68,0.878688536
1117,linker91_N_linker27_CH_hcb_relaxed,0.47233401968184946,0.4871441889429709,0.457523850420728,0.59112962,22.9275,0.90156,6786.79,
1118,linker91_C_linker28_C_hca_relaxed,0.4127077111007902,0.4124882103054236,0.4129272118961568,0.36257558,38.81878,0.907206,6652.02,
1119,linker95_C_linker49_C_hcb_relaxed,0.5441488001443697,0.5411715048656295,0.5471260954231099,0.42718158,32.50073,0.91899,7710.79,0.187257211
1120,linker94_C_linker58_C_kgd-a_relaxed,1.2861447012994494,1.212887471835732,1.3594019307631666,0.45167603,27.74857,0.925704,8492.71,0.043149146
1121,linker93_C_linker80_C_hcb_relaxed,0.5109775258451175,0.541006088559299,0.4809489631309359,0.50484596,18.81465,0.820237,6120.61,0.263660716
1122,linker102_CO_linker19_NH_kgm_relaxed,0.4342297353902302,0.4310573597305783,0.4374021110498821,0.2573833,33.1613,0.870625,6675.39,0.282463198
1123,linker91_C_linker88_C_tth-a_relaxed,0.6983551000511231,0.7027363649431982,0.693973835159048,0.86206032,23.11735,0.843655,5427.76,0.225001873
1124,linker96_C_linker54_C_hcb_relaxed,0.980774252754679,1.0423887456076033,0.9191597599017546,0.67348354,24.14259,0.883537,5782.13,0.316381819
1125,linker94_C_linker89_C_hcb_relaxed,1.038674418627904,0.9873998377635488,1.089948999492259,0.40994103,33.38085,0.927391,7969.95,0.071690792
1126,linker92_C_linker33_C_fxt_relaxed,0.5845489124904583,0.5848056932935782,0.5842921316873383,0.43968552,41.82562,0.856055,5304.64,0.140916397
1127,linker105_N_linker24_CH_kgm_relaxed,0.4239878468064612,0.4353658071128801,0.4126098865000423,0.7230557,25.27539,0.866181,6214.2,0.307481198
1128,linker105_N_linker5_CH_sql_relaxed,0.7786373259041455,0.784423241239882,0.7728514105684088,0.93551592,10.73637,0.840876,7388.68,0.213102654
1129,linker91_C_linker24_C_fss_relaxed,0.588148029698317,0.5790662114067902,0.597229847989844,0.80716076,20.173,0.845839,5445.46,0.333274422
1130,linker107_C_linker33_C_kgm_relaxed,0.6083350544367225,0.590476947575522,0.626193161297923,0.54710884,23.56582,0.808951,4916.34,0.180445467
1131,linker92_C_linker38_C_ply_relaxed,1.2443967087955299,1.238582281349392,1.2502111362416677,0.79008261,26.03847,0.873426,6118.25,
1132,linker97_CH2_linker39_NH_kgm_relaxed,0.44888484021631037,0.4591493936014349,0.4386202868311858,0.31151321,53.22741,0.93272,8291.52,0.955091189
1133,linker97_C_linker88_C_sql_relaxed,1.1539158972804908,1.2037226982523577,1.104109096308624,0.46198509,26.1484,0.901501,7472.02,0.167882809
1134,linker106_C_linker82_C_kgm_relaxed,1.1637554957309155,1.1671602434719517,1.1603507479898794,0.8434206,14.69328,0.780352,5665.16,0.246864324
1135,linker98_CH_linker18_N_sql_relaxed,0.5066282445532462,0.5255207908808117,0.4877356982256805,0.50876226,23.17394,0.888439,7004.89,0.302790232
1136,linker98_CH_linker58_N_htb_relaxed,0.4877967642970266,0.471806035529592,0.5037874930644612,0.47352693,38.18164,0.90504,7789.67,0.148987625
1137,linker98_CH_linker62_N_kgm_relaxed,0.5157669042554691,0.501622487408721,0.5299113211022172,0.46066945,38.08444,0.904378,7079.9,0.195007092
1138,linker94_C_linker77_C_hca_relaxed,0.5510878308929187,0.5449579632267288,0.5572176985591085,0.30496761,53.37589,0.933008,8153.55,0.088745979
1139,linker94_C_linker79_C_hcb_relaxed,0.7970658427208892,0.7736340893603262,0.8204975960814523,0.47719408,25.37858,0.890976,7276.8,0.154175804
1140,linker97_C_linker13_C_kgm_relaxed,0.5755373254794547,0.5448309057539621,0.6062437452049474,0.37726948,41.21163,0.890426,7063.37,
1141,linker94_C_linker22_C_hnb_relaxed,0.5889550644612089,0.5903161553240485,0.5875939735983693,0.33918642,44.42762,0.934471,7882.19,0.158070242
1142,linker91_C_linker9_C_ply_relaxed,0.8510704858397367,0.8721108208777512,0.8300301508017223,0.7366011,15.60613,0.763905,5820.68,0.204634717
1143,linker92_C_linker22_C_kgd-a_relaxed,0.6217276923592683,0.6295076179564212,0.6139477667621154,0.50375025,19.6994,0.868641,6551.87,0.222755639
1144,linker92_CO_linker61_NH_hcb_relaxed,1.0063847371695287,1.0302900818148844,0.9824793925241732,0.73178562,16.3935,0.892026,7619.01,0.231506246
1145,linker93_C_linker64_C_hcb_relaxed,0.6339980379296601,0.6368949554099373,0.631101120449383,0.43282806,20.61458,0.879,6866.48,0.136950194
1146,linker96_N_linker3_CH_hnb_relaxed,0.35857637021939975,0.3693398085743903,0.3478129318644092,0.37339362,43.63509,0.939564,8615.89,0.080764274
1147,linker105_N_linker12_CH_krr_relaxed,0.8558231178671242,0.7820742698780582,0.9295719658561902,1.0091559,19.74484,0.836375,5934.94,0.309350289
1148,linker91_C_linker62_C_hnb_relaxed,0.7877427341825897,0.786339063978678,0.7891464043865013,0.90765991,16.39006,0.83626,5038.88,0.174226405
1149,linker92_C_linker41_C_hna_relaxed,1.0319710390715735,1.02934977247619,1.034592305666957,0.91210399,13.16735,0.794284,4915.23,0.2770525
1150,linker95_CO_linker4_NH_hcb_relaxed,0.4518651574077386,0.4536922432098926,0.4500380716055846,0.3547572,39.65957,0.936627,8479.69,0.210530536
1151,linker96_C_linker36_C_hnb_relaxed,0.544606420556465,0.5394891852463716,0.5497236558665585,0.36079116,43.67581,0.932948,7335.22,0.088642285
1152,linker96_C_linker87_C_hnb_relaxed,1.0906237310174012,1.124319784318842,1.0569276777159606,0.40709371,33.7174,0.925773,8428.81,0.04242324
1153,linker91_C_linker62_C_fss_relaxed,1.6731398821724617,1.6850037848167676,1.6612759795281558,1.1651353,11.81537,0.851309,5585.89,0.171045377
1154,linker96_NH_linker8_CO_hnb_relaxed,0.390111370007325,0.4091480971829993,0.3710746428316507,0.42196869,39.64217,0.928858,6670.94,0.298229084
1155,linker91_C_linker63_C_hnc_relaxed,1.3184073800722924,1.2951981566147732,1.3416166035298114,1.1021204,12.27927,0.809628,5898.25,
1156,linker92_CO_linker2_NH_fxt_relaxed,0.5216717037630818,0.5120618997830845,0.5312815077430793,0.56522322,40.27158,0.896868,7278.84,
1157,linker109_CO_linker9_NH_sql_relaxed,0.593958827475203,0.6605196431236161,0.5273980118267898,0.6277942,11.74921,0.651969,3396.61,0.212868126
1158,linker91_C_linker15_C_kgd-a_relaxed,0.673960556564198,0.6045176628229342,0.7434034503054616,0.59175325,19.01572,0.889629,7928.06,0.101486071
1159,linker105_N_linker32_CH_kgm_relaxed,0.5097590294364872,0.5119712085139098,0.5075468503590647,0.62860768,27.81357,0.87905,7455.73,0.173427096
1160,linker92_C_linker35_C_fxt_relaxed,0.9067167192072663,0.9052199430318542,0.9082134953826784,0.54510107,42.02783,0.900993,6620.78,
1161,linker91_C_linker35_C_hca_relaxed,0.5250656734328135,0.530075287939985,0.520056058925642,0.47046242,40.13891,0.923512,6393.27,0.101608536
1162,linker92_CO_linker50_NH_hcb_relaxed,0.734138465748212,0.7418875738056716,0.7263893576907524,0.85598771,16.86,0.807865,5134.42,0.246425275
1163,linker105_N_linker2_CH_kgm_relaxed,0.7542105853555554,0.7735662296556851,0.7348549410554257,0.79729392,23.73581,0.877468,6892.91,0.173117291
1164,linker111_C_linker9_C_sql_relaxed,1.0070201285107592,1.0033424294684203,1.0106978275530978,0.76255688,8.12124,0.53195,2563.18,0.14440926
1165,linker99_N_linker8_CH_sql_relaxed,0.8607636216404541,0.867416844121433,0.8541103991594751,1.1562104,9.25766,0.83668,6560.17,0.317974122
1166,linker105_C_linker64_C_kgm_relaxed,0.7451896601660808,0.7463539434749813,0.7440253768571803,0.73392439,16.82128,0.819019,4682.93,0.24876124
1167,linker92_N_linker35_CH_hca_relaxed,0.44714573954822245,0.4658463256572223,0.4284451534392227,0.37453953,53.45307,0.945773,7773.3,0.092433978
1168,linker96_N_linker12_CH_hnb_relaxed,0.41150262662627446,0.4081153058516297,0.4148899474009193,0.41880909,44.15307,0.933826,7383.51,0.196065044
1169,linker91_C_linker63_C_ply_relaxed,1.1321442311137073,1.1259633603399766,1.138325101887438,1.1143349,15.88726,0.806642,5700.45,
1170,linker94_C_linker87_C_kgd-a_relaxed,1.341491215003627,1.3692018777206647,1.3137805522865893,0.43085142,26.29186,0.921968,8685.59,0.134600984
1171,linker97_C_linker75_C_sql_relaxed,0.7504571604137121,0.7174958967868312,0.783418424040593,0.49106765,25.51747,0.883537,6607.1,0.209859216
1172,linker108_N_linker39_CH_sql_relaxed,1.3645868560506678,1.454116868705334,1.2750568433960014,0.8102874,16.04499,0.904708,7254.46,0.027215946
1173,linker94_CH_linker8_N_hcb_relaxed,0.5316894572533979,0.5608611135939269,0.502517800912869,0.49358693,32.53612,0.914193,7092.93,0.24422601
1174,linker93_C_linker10_C_hnb_relaxed,0.4715261350522196,0.5050215073079469,0.4380307627964922,0.45250983,30.42064,0.876973,5617.29,0.281280935
1175,linker94_CH_linker46_N_hca_relaxed,0.2938048760731783,0.300759556755231,0.2868501953911256,0.31740228,68.90907,0.943831,7499.08,0.206266987
1176,linker97_N_linker20_CH_sql_relaxed,0.5368928060889566,0.532993256519813,0.5407923556581002,0.33570195,32.32331,0.922075,8359.26,0.155156116
1177,linker96_C_linker33_C_hca_relaxed,0.4395797929896769,0.4275664202316166,0.4515931657477372,0.28978819,66.12345,0.939287,7034.47,0.123851751
1178,linker95_CH_linker35_N_hnb_relaxed,0.3821283206727379,0.380505795735483,0.3837508456099928,0.24265215,64.16639,0.962738,9246.04,0.03760056
1179,linker91_C_linker70_C_hnb_relaxed,0.6459141609890484,0.6491287506160643,0.6426995713620325,0.80547412,14.56396,0.738905,5106.91,0.316008752
1180,linker91_CO_linker8_NH_hcb_relaxed,0.7902890705520315,0.8072545540046279,0.773323587099435,0.92421502,13.93085,0.857065,6565.18,0.403735358
1181,linker97_CH_linker69_N_sql_relaxed,0.5795612979921883,0.5562614298178334,0.6028611661665432,0.43279366,29.45684,0.910882,7639.02,0.182487783
1182,linker108_CO_linker66_NH_kgm_relaxed,1.2613616567370383,1.3044427712622737,1.2182805422118028,0.95986715,18.55026,0.83848,5661.01,0.235557283
1183,linker91_C_linker52_C_hnc_relaxed,1.285334891496263,1.3235079456530738,1.2471618373394522,1.3453261,11.00912,0.708434,3519.86,0.393886767
1184,linker92_C_linker59_C_car_relaxed,1.2022511694973321,1.3115139041731048,1.0929884348215595,0.75195395,15.4559,0.827783,6701.16,0.127032027
1185,linker96_C_linker83_C_hca_relaxed,0.4973679690345623,0.522102815267727,0.4726331228013977,0.39804472,50.70311,0.927472,6762.88,0.170237585
1186,linker107_N_linker58_CH_kgm_relaxed,0.7537745027389607,0.7709800731383459,0.7365689323395755,0.78834387,23.37589,0.88551,7312.46,0.099315577
1187,linker97_N_linker70_CH_sql_relaxed,0.5628470654303991,0.5532057198145902,0.572488411046208,0.43246669,30.07299,0.909451,7593.24,0.183374887
1188,linker107_N_linker36_CH_kgm_relaxed,0.5694634383850075,0.5728361759519188,0.5660907008180962,0.70145146,27.35005,0.877433,6896.62,0.119300311
1189,linker96_C_linker51_C_hnb_relaxed,0.6491971587893532,0.6557412961573,0.6426530214214065,0.51128644,29.65046,0.886141,6180.44,0.305916814
1190,linker96_C_linker46_C_hcb_relaxed,1.0559905850777511,1.0426312927776753,1.069349877377827,0.59837159,24.1374,0.89091,6719.87,0.192254013
1191,linker91_C_linker36_C_hnc_relaxed,1.126444938322456,1.05092427794983,1.201965598695082,0.79942961,21.7519,0.863579,5883.12,0.081384155
1192,linker92_C_linker16_C_fxt_relaxed,0.4843737477878894,0.493288771131496,0.4754587244442828,0.43096271,39.29889,0.88437,7813.15,
1193,linker92_N_linker12_CH_hcb_relaxed,0.6627581156321787,0.6663462755303861,0.6591699557339714,0.79298149,16.73394,0.883295,7625.64,0.295078745
1194,linker108_N_linker3_CH_kgm_relaxed,0.9107387327825738,0.9279275282899684,0.8935499372751793,0.86616182,18.77074,0.875977,7287.27,0.095102353
1195,linker95_C_linker72_C_hnb_relaxed,0.3646145281581167,0.3550607916066234,0.3741682647096099,0.36582114,43.43059,0.927642,7441.74,0.247716591
1196,linker92_NH_linker8_CO_hca_relaxed,0.3228768376354453,0.3173511236497133,0.3284025516211773,0.56766024,36.13453,0.898696,5395.65,0.430361149
1197,linker91_C_linker67_C_hnc_relaxed,1.18289488804519,1.127307278316366,1.2384824977740136,1.1878596,13.17591,0.824693,5194.49,
1198,linker95_C_linker65_C_hnb_relaxed,0.4288245066463015,0.4233536388425319,0.4342953744500711,0.35511994,44.86129,0.932553,8200.18,0.172969411
1199,linker96_CO_linker54_NH_hcb_relaxed,0.6408044075838254,0.634409318202481,0.6471994969651698,0.54930352,31.34196,0.913903,6344.52,0.306402782
1200,linker98_N_linker46_CH_htb_relaxed,0.502397743831356,0.4951876639269861,0.509607823735726,0.53686305,37.26049,0.886803,6397.15,0.270668417
1201,linker107_N_linker76_CH_sql_relaxed,1.36461233970783,1.2797951619805126,1.4494295174351473,0.89730339,11.4581,0.87141,7381.03,0.102414713
1202,linker92_C_linker67_C_htb-a_relaxed,0.6852704126473408,0.6836453771324346,0.686895448162247,0.74571643,26.67319,0.812144,5269.44,0.279076117
1203,linker98_N_linker70_CH_sql_relaxed,0.6039192815879555,0.5928051576272652,0.6150334055486458,0.54493935,21.57608,0.875052,6595.63,0.251703387
1204,linker92_C_linker34_C_hne_relaxed,0.7623120451808866,0.7491577549910556,0.7754663353707175,0.77703874,20.58688,0.844376,5915.37,
1205,linker91_C_linker71_C_ply_relaxed,1.1033490140942883,1.1042451115037752,1.1024529166848014,1.1306104,15.94201,0.809926,5339.96,0.259238529
1206,linker107_N_linker35_CH_sql_relaxed,1.1312801188639154,1.124687258628609,1.1378729790992217,0.79831187,13.74846,0.893206,7655.39,0.082624427
1207,linker100_C_linker4_C_kgm_relaxed,0.7840888458391838,0.7733961007740657,0.7947815909043019,0.78149502,16.73475,0.785122,4416.24,0.320721638
1208,linker106_C_linker76_C_kgm_relaxed,0.8946002588421212,0.8837807329338428,0.9054197847503996,0.74952319,16.26649,0.816491,5534.53,0.191436401
1209,linker105_C_linker31_C_kgm_relaxed,0.4736695538819633,0.4703914677684223,0.4769476399955044,0.54760274,24.15669,0.822904,5666.2,0.194372793
1210,linker99_CH_linker19_N_krr_relaxed,0.9713542347587865,0.9592804007556468,0.9834280687619262,0.58915718,27.8089,0.900107,8765.28,0.045779693
1211,linker92_C_linker88_C_car_relaxed,1.3541294741507413,1.4249430218978787,1.283315926403604,0.85321506,14.19143,0.828579,6404.74,0.240559953
1212,linker96_N_linker29_CH_hnb_relaxed,0.2379279905069404,0.2303151891950901,0.2455407918187907,0.35393884,48.95005,0.93782,7641.23,0.26044667
1213,linker98_N_linker67_CH_kgm_relaxed,0.5178011808410402,0.5199712991988331,0.5156310624832473,0.48109576,35.70744,0.90013,6956.04,0.234273949
1214,linker92_N_linker16_CH_hcb_relaxed,0.4579210404540147,0.4533907375536462,0.4624513433543832,0.4731918,22.21015,0.903649,8478.6,0.124008068
1215,linker92_C_linker28_C_kgd-a_relaxed,0.6379663037421335,0.6249556054790638,0.650977002005203,0.46369972,19.96017,0.870576,6514.31,0.222755639
1216,linker95_CH_linker35_N_hcb_relaxed,0.5015132739941548,0.4729216394107697,0.5301049085775399,0.2962101,48.11273,0.955209,9221.64,0.054194488
1217,linker92_C_linker10_C_var_relaxed,0.7817887038371208,0.706664942669324,0.8569124650049177,0.6890789,19.35609,0.726174,3014.34,0.444326215
1218,linker108_N_linker13_CH_kgm_relaxed,1.0418630981639583,1.0389166579806184,1.0448095383472982,0.93293764,16.50221,0.824744,6969.33,0.228981413
1219,linker98_C_linker83_C_sql_relaxed,1.0776055087268552,1.0834005809545075,1.071810436499203,0.64097712,18.19207,0.864618,5864.77,0.24866056
1220,linker91_C_linker69_C_cem-a_relaxed,0.9450413188415896,0.960164954691772,0.9299176829914072,1.0226231,14.49,0.774886,5179.5,0.256094217
1221,linker98_N_linker5_CH_htb_relaxed,0.4101595367113918,0.4011456545106241,0.4191734189121596,0.49403545,36.5503,0.885716,7327.07,0.101832757
1222,linker105_N_linker72_CH_kgm_relaxed,0.6001681431150593,0.604203417065729,0.5961328691643896,1.0205173,22.56811,0.850492,5124.01,0.356880536
1223,linker106_C_linker57_C_kgm_relaxed,0.9714873704655479,0.9613336007967782,0.9816411401343176,0.89292528,15.11245,0.706503,3294.88,0.421744172
1224,linker92_N_linker27_CH_hcb_relaxed,0.49780271820614164,0.484792033964106,0.5108134024481773,0.57624904,23.85611,0.900961,6911.31,0.180010944
1225,linker92_CH_linker5_N_hnb_relaxed,0.3869026141630134,0.3857834210247063,0.3880218073013206,0.56186447,27.81464,0.883044,7499.49,0.173275538
1226,linker91_C_linker3_C_hnc_relaxed,1.1820428554815956,1.0997874354096162,1.264298275553575,0.94082496,13.02121,0.825513,6648.86,0.127032027
1227,linker97_CH_linker65_N_sql_relaxed,0.6353360928491362,0.6358741163751327,0.6347980693231396,0.43318498,30.97876,0.914318,7421.14,0.196008087
1228,linker91_C_linker22_C_tts-a_relaxed,0.8088185000134842,0.8049607670234673,0.812676233003501,0.72533894,25.1397,0.880844,7321.19,0.212900585
1229,linker91_C_linker3_C_htb-a_relaxed,0.5941197858737277,0.5789362467910616,0.6093033249563939,0.72605244,26.76452,0.823215,6252.63,0.127032027
1230,linker94_C_linker37_C_hcb_relaxed,0.6810949052111228,0.63633431312305,0.7258554972991955,0.47158738,29.85072,0.91804,7020.73,0.246685125
1231,linker107_N_linker68_CH_krr_relaxed,0.6967846210274011,0.6242592649087741,0.7693099771460282,0.98171704,17.21536,0.852214,6579.26,0.250913629
1232,linker98_N_linker7_CH_htb_relaxed,0.5095162523582876,0.5105139626594223,0.5085185420571529,0.49416239,34.86724,0.890147,7458.67,0.216757655
1233,linker98_C_linker25_C_kgm_relaxed,0.6410614202710967,0.6293055860607292,0.6528172544814642,0.46624445,33.84507,0.883871,6532.52,0.296587989
1234,linker94_N_linker10_CH_hca_relaxed,0.24707555604782522,0.2743264658280221,0.2198246462676283,0.30496874,65.8209,0.942685,7505.67,0.251235795
1235,linker97_CH_linker71_N_sql_relaxed,0.5437099118189539,0.5315201241466793,0.5558996994912285,0.4270829,29.66689,0.912316,7550.23,0.172775206
1236,linker92_C_linker42_C_car_relaxed,1.6762674117309122,1.8789966586781173,1.4735381647837071,1.1970182,13.2935,0.828248,5064.85,
1237,linker96_N_linker35_CH_hcb_relaxed,0.6729985346154347,0.688231325571039,0.6577657436598303,0.37158888,39.97444,0.946234,8271.86,0.036950316
1238,linker92_C_linker61_C_fxt_relaxed,0.7721718397875645,0.7793582806439951,0.7649853989311338,0.61790711,26.73758,0.835302,6147.35,0.153215299
1239,linker91_C_linker76_C_fss_relaxed,1.8618038944357305,1.751420897502946,1.972186891368515,0.99638878,14.45074,0.863869,6895.75,0.015510042
1240,linker99_N_linker83_CH_sql_relaxed,0.9162754071288837,0.9235987286717282,0.908952085586039,1.0243048,11.1316,0.869746,6773.28,0.204724961
1241,linker98_N_linker27_CH_htb_relaxed,0.42205475314384705,0.4379648639274332,0.4061446423602609,0.47270291,39.74955,0.90258,6950.44,0.28797208
1242,linker91_C_linker17_C_hnc_relaxed,0.46317189763863587,0.4631314608025064,0.4632123344747654,0.71448448,18.88772,0.80931,5493.39,0.395021218
1243,linker98_N_linker61_CH_kgm_relaxed,0.4839548907939274,0.4834377706892828,0.484472010898572,0.44773861,37.36492,0.903829,7302.57,0.205240062
1244,linker91_C_linker13_C_hna_relaxed,0.8395856484349498,0.8250997888680309,0.8540715080018687,0.56075879,12.16033,0.657782,3095.78,0.326418515
1245,linker98_CH_linker45_N_kgm_relaxed,0.5282036126859626,0.5365703225639045,0.5198369028080208,0.48293106,36.88313,0.897861,6686.36,
1246,linker96_N_linker88_CH_hca_relaxed,0.3458411046965683,0.3584061532449696,0.333276056148167,0.31237908,67.20276,0.951626,8252.03,0.12585294
1247,linker92_NH_linker41_CH2_hcb_relaxed,0.386272789711325,0.3581799401991188,0.4143656392235312,0.65634449,17.79419,0.859514,7112.49,0.215033205
1248,linker92_C_linker28_C_hca_relaxed,0.43124875011250485,0.4323058079284346,0.4301916922965751,0.33695589,40.00572,0.903029,6535.92,0.22395509
1249,linker95_C_linker62_C_hcb_relaxed,0.6253960380349626,0.5923038731865937,0.6584882028833313,0.40417686,31.5768,0.931203,9230.71,0.115098373
1250,linker101_C_linker33_C_kgm_relaxed,0.6076863625271381,0.5953809884286992,0.619991736625577,0.52631272,23.67585,0.817209,4860.49,0.175942204
1251,linker91_C_linker6_C_hna_relaxed,0.7247894436042804,0.7299848981659277,0.7195939890426332,1.0396734,12.04899,0.719788,3166.78,0.547305048
1252,linker98_N_linker75_CH_kgm_relaxed,0.46195508124319584,0.4698746128120882,0.4540355496743035,0.49962912,34.95827,0.885452,6290.93,0.29421966
1253,linker94_CH_linker46_N_hcb_relaxed,0.5154827897268954,0.5210814386001702,0.5098841408536205,0.45933378,33.06168,0.919442,7349.84,0.182754458
1254,linker91_CO_linker30_NH_hcb_relaxed,1.0696399646283639,0.9975198449331784,1.1417600843235496,0.53399386,24.76223,0.920228,8110.4,0.137077514
