,COF ID,k_avg [W/(mK)],k_x [W/(mK)],k_y [W/(mK)],Density [g/cm³],Largest included sphere diameter [A],Void fraction [-],Surface area [m^2/g],Dangling Mass Ratio [-]
0,linker98_C_linker13_C_htb_relaxed,0.6585799715883606,0.666114463502747,0.6510454796739742,0.57002001,27.55157,0.83657,5940.11,
1,linker97_N_linker64_CH_sql_relaxed,0.5862245629863211,0.6036957287215421,0.5687533972511001,0.40629161,30.53803,0.917898,7780.93,0.157399104
2,linker98_N_linker61_CH_sql_relaxed,0.5980888703471164,0.5923323524413915,0.6038453882528414,0.49236533,22.82675,0.891577,7212.4,0.158025082
3,linker97_CH_linker79_N_sql_relaxed,0.5507758818127471,0.5509049847628336,0.5506467788626607,0.42427702,30.12726,0.908298,7610.66,
4,linker95_C_linker30_C_hnb_relaxed,0.5535811233218095,0.5275512217894883,0.5796110248541307,0.26470128,55.16267,0.951922,9493.52,0.049350802
5,linker91_C_linker28_C_hnb_relaxed,0.5192438809264326,0.5213631568493585,0.5171246050035067,0.45377525,25.87162,0.886006,6446.0,0.192821765
6,linker95_C_linker76_C_hnb_relaxed,0.5626053046161241,0.5664917629583499,0.5587188462738985,0.3109788,44.55051,0.944385,9329.57,0.04851898
7,linker91_C_linker62_C_htb-a_relaxed,1.192170504823883,1.1958709068003963,1.18847010284737,1.0160431,24.4714,0.856029,5638.92,0.174226405
8,linker104_C_linker64_C_kgm_relaxed,0.6883275022001651,0.6670500425362277,0.7096049618641026,0.77510694,17.24117,0.789619,4239.18,0.305143265
9,linker108_CO_linker51_NH_sql_relaxed,1.266911155320717,1.3465745354103151,1.1872477752311188,1.1942891,9.38247,0.743196,4257.65,0.375732784
10,linker97_CH_linker18_N_sql_relaxed,0.5200397518020705,0.522603887778199,0.5174756158259419,0.39607638,31.48881,0.916079,7575.55,0.254285379
11,linker92_C_linker67_C_fss_relaxed,1.0863768181116948,1.1015892264074856,1.0711644098159043,1.084549,12.84647,0.803691,5531.53,0.278019805
12,linker94_CO_linker77_NH_hcb_relaxed,0.6141489587896527,0.602294287024468,0.6260036305548374,0.41993908,30.74739,0.926537,8722.39,0.158085945
13,linker100_C_linker10_C_kgm_relaxed,0.7071253030896922,0.6853106564308304,0.728939949748554,0.7941145,16.44316,0.733116,3423.09,0.439569797
14,linker92_C_linker18_C_tts-a_relaxed,0.4386714350414488,0.442081485233814,0.4352613848490836,0.59527921,24.49877,0.807901,4909.13,0.403698647
15,linker98_C_linker76_C_kgm_relaxed,1.055823682966822,1.1041438192418922,1.007503546691752,0.5017376,29.60803,0.891428,7150.37,0.197792406
16,linker92_N_linker10_CH_fxt_relaxed,0.4199332767263547,0.4181514475436296,0.4217151059090799,0.67976364,41.33137,0.883045,6077.26,0.403236896
17,linker109_C_linker2_C_sql_relaxed,1.183071623564111,1.2178306272014057,1.1483126199268163,0.74395068,9.0042,0.575808,3126.8,0.112245978
18,linker94_C_linker47_C_kgd-a_relaxed,0.8758356472713891,0.8734830360016903,0.878188258541088,0.58607375,26.00984,0.894211,6081.61,0.290834538
19,linker92_N_linker7_CH_tts-a_relaxed,0.5243630387780711,0.5171883363130724,0.5315377412430699,0.6502371,26.67889,0.869037,7626.66,0.173424116
20,linker93_C_linker2_C_hcb_relaxed,0.827451371941791,0.8775970510147563,0.7773056928688257,0.437193,20.50155,0.876227,7463.78,0.107248343
21,linker109_CO_linker40_NH_sql_relaxed,0.5027972549098721,0.49425226791743,0.5113422419023144,0.57101488,14.43683,0.79233,4884.36,0.170738177
22,linker95_C_linker60_C_hnb_relaxed,0.4289558648776731,0.4321375004093445,0.4257742293460017,0.31990279,44.34763,0.929939,8673.81,0.122601375
23,linker95_CO_linker88_NH_hcb_relaxed,0.49273627606761905,0.4814478885177897,0.5040246636174484,0.34559901,39.9826,0.93799,8607.65,0.187648001
24,linker95_NH_linker8_CO_hcb_relaxed,0.42464362311105985,0.4106954413530587,0.4385918048690611,0.38287233,40.00758,0.933536,7636.84,0.280669886
25,linker92_C_linker64_C_hnc_relaxed,1.2822194923072452,1.2839800435527284,1.2804589410617622,1.0664624,12.1803,0.835711,6509.48,0.205208013
26,linker91_CO_linker4_NH_fxt_relaxed,0.4272108842093261,0.4303784371453703,0.424043331273282,0.62939735,39.2937,0.884803,6374.43,0.318114921
27,linker105_N_linker36_CH_sql_relaxed,0.9021341118422631,0.9066654550025371,0.8976027686819891,0.81465219,13.25995,0.877575,7635.72,0.122307923
28,linker92_C_linker78_C_hcb_relaxed,1.867311293271483,1.7327622816061774,2.001860304936789,1.0743829,10.76479,0.810671,6476.96,0.205218647
29,linker91_C_linker10_C_hcb_relaxed,2.1634301824575966,2.075221330578473,2.25163903433672,1.2754017,11.77894,0.760582,3287.76,0.431058828
30,linker94_C_linker9_C_hnb_relaxed,0.6554763946186837,0.6384566541358877,0.6724961351014795,0.37471478,32.55268,0.907737,8147.91,0.1376139
31,linker91_C_linker25_C_hna_relaxed,0.6846887012385926,0.6557938214840526,0.7135835809931326,0.75763855,17.98229,0.84427,6183.56,0.326951664
32,linker94_C_linker37_C_hca_relaxed,0.35833959335299026,0.3703719180412917,0.3463072686646888,0.31247011,66.98253,0.943151,6927.96,0.237716779
33,linker108_CO_linker67_NH_kgm_relaxed,1.2296974910319893,1.2800542136190451,1.1793407684449335,1.0375664,18.80209,0.847602,5543.81,0.271260373
34,linker97_CH2_linker84_NH_kgm_relaxed,0.39423305803796804,0.4031855448816315,0.3852805711943046,0.34359367,46.22841,0.920721,8220.14,0.145318311
35,linker96_C_linker64_C_hca_relaxed,0.5569514459026811,0.5655070551924282,0.548395836612934,0.37310478,51.1923,0.936666,7589.16,
36,linker93_CH_linker6_N_hcb_relaxed,0.33685489301999055,0.3441726138029185,0.3295371722370626,0.43494945,27.63341,0.897095,6649.07,0.272758713
37,linker94_C_linker74_C_hcb_relaxed,0.9490484935169291,0.9305397200910368,0.9675572669428214,0.56501742,24.91151,0.889358,6907.95,
38,linker98_N_linker71_CH_sql_relaxed,0.6545559735186789,0.664545739744612,0.6445662072927458,0.52425452,22.20645,0.883826,6800.35,0.193293693
39,linker97_CH2_linker53_NH_sql_relaxed,0.46293834604594136,0.4582793573238535,0.4675973347680292,0.43671496,28.84318,0.888873,6858.96,0.26781086
40,linker95_C_linker4_C_hnb_relaxed,0.35217029822005425,0.3768501221156806,0.3274904743244279,0.31471607,44.13113,0.933071,8454.65,0.168184494
41,linker97_CH_linker16_N_kgm_relaxed,0.4793592029069311,0.4715281128188563,0.487190292995006,0.30900238,53.82352,0.930176,8332.23,0.166697173
42,linker94_C_linker88_C_hnb_relaxed,0.6996478332084803,0.703702368038311,0.6955932983786498,0.4020722,34.15274,0.919061,7774.39,0.148573233
43,linker108_C_linker85_C_kgm_relaxed,1.119039618582101,1.0615597996429496,1.1765194375212524,0.69089285,15.31298,0.776705,4570.83,0.214744803
44,linker92_N_linker7_CH_hne_relaxed,0.5285649439470139,0.5327784792036979,0.5243514086903299,0.65597299,21.79056,0.865555,7709.74,0.170793055
45,linker105_CH_linker30_N_krr_relaxed,0.9676269441557837,0.9375220741672248,0.9977318141443424,0.64467364,27.90496,0.897847,8102.17,0.090497239
46,linker94_C_linker49_C_hca_relaxed,0.5218770275730962,0.515596625354142,0.5281574297920505,0.37520495,50.28988,0.926654,6810.06,0.226024734
47,linker109_CO_linker32_NH_sql_relaxed,0.4820268102551254,0.4729603084319127,0.491093312078338,0.4896788,15.5968,0.771478,5187.92,0.182495014
48,linker95_C_linker78_C_hnb_relaxed,0.4191258539278196,0.4276369494040258,0.4106147584516134,0.3276657,42.85034,0.934309,8802.05,0.127345268
49,linker97_N_linker24_CH_sql_relaxed,0.481489802317504,0.4835447864612832,0.4794348181737248,0.37309449,33.28933,0.920067,7505.82,0.206462129
50,linker92_C_linker32_C_kgd-a_relaxed,0.5896390906096216,0.5987851292215111,0.580493051997732,0.52524252,20.11998,0.875941,7303.68,0.157327973
51,linker105_N_linker78_CH_kgm_relaxed,0.7214898390050108,0.7245891487954065,0.7183905292146153,0.8545909,24.08336,0.857343,6320.04,0.209606659
52,linker93_C_linker20_C_hca_relaxed,0.2504414522372097,0.2529675165703087,0.2479153879041107,0.20674464,60.4071,0.926916,8105.34,0.57844233
53,linker91_N_linker12_CH_hnb_relaxed,0.45560149410075895,0.4524724742662377,0.4587305139352802,0.69943588,24.8655,0.879029,5965.99,
54,linker91_C_linker88_C_hne_relaxed,1.6298003830305556,1.612556749710562,1.647044016350549,1.1888801,12.43385,0.839699,5909.72,0.225001873
55,linker91_C_linker4_C_fxt_relaxed,0.6216865599253041,0.6161342915485521,0.627238828302056,0.7646329,22.56161,0.839754,5359.13,0.283190185
56,linker98_N_linker41_CH_sql_relaxed,0.6336384914632021,0.6451908372080074,0.6220861457183966,0.51872288,22.94832,0.895561,6903.27,0.216728354
57,linker92_C_linker50_C_tts-a_relaxed,0.8892360988335486,0.8854167523457491,0.893055445321348,0.82108551,15.04793,0.689774,3192.58,0.30549438
58,linker97_CH_linker85_N_sql_relaxed,0.5681817595040034,0.5685877116847475,0.5677758073232593,0.43361671,30.01248,0.912566,7730.38,0.182487783
59,linker98_N_linker71_CH_kgm_relaxed,0.5085832612274326,0.5028364666505762,0.5143300558042888,0.47710576,36.72772,0.896384,6741.58,
60,linker98_C_linker4_C_kgm_relaxed,0.8431388013156522,0.8631700444545812,0.8231075581767233,0.55037322,28.7919,0.880506,6287.72,
61,linker95_NH_linker38_CH2_hcb_relaxed,0.31803067097302395,0.3192751952835536,0.3167861466624944,0.30390903,48.23195,0.944018,8441.15,
62,linker107_C_linker30_C_kgm_relaxed,0.7822726849776251,0.7728834134582431,0.7916619564970073,0.56078447,23.48147,0.866523,7042.64,0.098605272
63,linker97_C_linker34_C_kgm_relaxed,0.5942541976250463,0.5870642485337257,0.6014441467163668,0.38208316,44.1014,0.917269,7316.08,0.242396765
64,linker97_N_linker76_CH_sql_relaxed,0.6583915964718318,0.6595724425812713,0.6572107503623922,0.3881035,31.14418,0.922558,8330.46,0.106558712
65,linker104_N_linker68_CH_kgm_relaxed,0.6727357263566929,0.6934124924935411,0.6520589602198448,0.90936034,20.94352,0.856034,6153.72,0.295734507
66,linker98_CH_linker61_N_kgm_relaxed,0.4647964080785093,0.4607571498726568,0.4688356662843618,0.44867367,37.99315,0.905704,7266.97,0.177226128
67,linker92_C_linker77_C_kgd-a_relaxed,0.9578485457885586,0.9753896745427052,0.940307417034412,0.66574033,12.58554,0.821866,6745.25,0.127032027
68,linker97_CH_linker67_N_kgm_relaxed,0.4916528621711529,0.4908514549690841,0.4924542693732217,0.38271948,48.23374,0.926145,7802.99,0.185031822
69,linker96_C_linker7_C_hcb_relaxed,1.0861233378247126,1.0654329360248,1.1068137396246251,0.49943053,24.27072,0.892495,7671.11,0.130194822
70,linker93_C_linker3_C_kgd-a_relaxed,0.5464214915774346,0.5540187872803292,0.53882419587454,0.37280636,22.99352,0.882804,7686.3,0.103803162
71,linker101_C_linker20_C_kgm_relaxed,0.7215911999009508,0.7273448554454046,0.7158375443564968,0.59967963,20.2187,0.818701,7193.84,0.2003181
72,linker98_CH_linker3_N_sql_relaxed,0.5638861490757746,0.5502175027923282,0.577554795359221,0.51367026,22.86764,0.887878,7585.87,0.180681457
73,linker98_C_linker3_C_kgm_relaxed,0.8888245574657736,0.8915423019330597,0.8861068129984874,0.52566332,28.51204,0.88242,6850.82,0.232330767
74,linker93_C_linker12_C_hnb_relaxed,0.6294952641363909,0.6442426371620552,0.6147478911107267,0.3957288,29.30415,0.882,6299.74,0.252271009
75,linker100_C_linker61_C_kgm_relaxed,0.819301012036976,0.8139362857890388,0.8246657382849133,0.75954003,17.47992,0.812401,5407.96,0.195756279
76,linker93_C_linker13_C_hnb_relaxed,0.5298371569749537,0.5386614299111381,0.5210128840387693,0.39245275,30.41568,0.853865,6217.96,0.232191734
77,linker98_CH_linker83_N_htb_relaxed,0.42547880633630275,0.4301108592562384,0.4208467534163671,0.53007413,36.46246,0.889398,6821.16,
78,linker91_CO_linker25_NH_hcb_relaxed,0.5029720973928884,0.5005296489927399,0.5054145457930369,0.57493071,22.43789,0.886992,6624.57,0.347305641
79,linker92_NH_linker51_CH2_fxt_relaxed,0.3413543895375762,0.3460621609890433,0.3366466180861091,0.68998535,36.6387,0.82801,5484.5,0.394810729
80,linker92_CO_linker53_NH_hcb_relaxed,0.754062053197745,0.7519177821222873,0.7562063242732027,0.88239782,17.26263,0.765725,4298.54,0.43893114
81,linker92_C_linker70_C_hnc_relaxed,1.6380812289233941,1.547820945057068,1.7283415127897206,1.1692071,11.80317,0.695377,4236.2,0.329589098
82,linker99_C_linker71_C_kgm_relaxed,0.7590388817479798,0.8171863557108595,0.7008914077851001,0.68063834,15.7754,0.792062,5226.51,0.244993348
83,linker97_C_linker3_C_kgm_relaxed,0.8812206363032321,0.8572637756904911,0.9051774969159732,0.39551792,41.58962,0.908906,7744.25,0.159346408
84,linker92_C_linker52_C_hca_relaxed,0.4062589308990573,0.4088971563583813,0.4036207054397333,0.46385897,23.7541,0.720039,2977.93,0.404646439
85,linker96_C_linker33_C_hnb_relaxed,0.5483750707318973,0.5451480171617565,0.5516021243020381,0.35774468,43.76002,0.926574,7036.17,0.144169428
86,linker95_CH2_linker7_NH_hcb_relaxed,0.33090053402234787,0.3311289561577651,0.3306721118869307,0.30852338,40.29667,0.928798,9252.14,0.125420099
87,linker92_NH_linker57_CH2_hcb_relaxed,0.3873417510481614,0.4024618857093803,0.3722216163869424,0.66909481,15.99995,0.850435,7377.17,0.294712646
88,linker105_C_linker45_C_kgm_relaxed,0.6454736361279877,0.6240278046108207,0.6669194676451546,0.64430071,17.20583,0.770297,3393.69,
89,linker96_CO_linker52_NH_hcb_relaxed,0.6273628151385342,0.6166459009742116,0.6380797293028568,0.50516164,31.71563,0.910793,6633.52,0.169778923
90,linker92_C_linker72_C_kgd-a_relaxed,0.8243618919555828,0.8250891456885316,0.823634638222634,0.86189903,11.61636,0.730411,4181.79,0.42585773
91,linker100_NH_linker1_CH2_kgm_relaxed,0.4990278116051406,0.4885352477409566,0.5095203754693246,0.67616997,20.61154,0.821774,6855.26,0.183606203
92,linker95_CH_linker13_N_hnb_relaxed,0.311067954852291,0.3001032411462564,0.3220326685583255,0.2829951,57.37566,0.942193,8564.71,0.165467132
93,linker98_CH_linker73_N_kgm_relaxed,0.4751210201496441,0.4734908790858544,0.4767511612134338,0.53906163,34.66219,0.883578,6443.92,0.266509188
94,linker95_CH_linker42_N_hcb_relaxed,0.3532751159364476,0.360484942482708,0.3460652893901872,0.37877627,40.30453,0.944049,8092.69,0.151653015
95,linker93_C_linker41_C_hnb_relaxed,0.4693370098181371,0.4802639337328959,0.4584100859033783,0.35485375,31.20546,0.905343,6493.91,0.190585736
96,linker96_CO_linker1_NH_hcb_relaxed,0.5824976537184356,0.5769624464435392,0.5880328609933321,0.43726539,31.24859,0.927929,7987.96,0.160266915
97,linker96_CH_linker8_N_hca_relaxed,0.2662140914903808,0.2426661674483061,0.2897620155324554,0.35540973,68.597,0.944373,7207.99,0.245315475
98,linker91_CO_linker19_NH_hcb_relaxed,0.9834800503362846,0.9364863354636704,1.0304737652088989,0.51555262,25.66708,0.914771,8401.21,
99,linker92_C_linker87_C_fxt_relaxed,1.4333849235870133,1.4713351499823355,1.3954346971916909,0.60811132,26.91536,0.850411,7504.05,0.047939885
100,linker91_C_linker78_C_cem-a_relaxed,1.5699882645443903,1.3019734123286983,1.8380031167600823,1.1476943,14.58239,0.803095,5678.49,
101,linker100_CH_linker67_N_kgm_relaxed,0.6119752663149289,0.598876181396328,0.6250743512335297,0.79990085,22.34296,0.873351,6268.97,0.250965482
102,linker94_CH2_linker15_NH_hcb_relaxed,0.35710927424287287,0.3681168680444501,0.3461016804412957,0.2805652,38.10795,0.932887,9483.38,0.083941182
103,linker92_N_linker36_CH_hnb_relaxed,0.42978922539516684,0.4321044322594887,0.427474018530845,0.47412211,35.16429,0.923498,7458.27,0.151149776
104,linker111_C_linker54_C_sql_relaxed,0.911318299731284,0.943439158162749,0.8791974412998189,1.0097193,8.27959,0.496116,1666.17,0.296661879
105,linker95_NH_linker15_CH2_hcb_relaxed,0.31615350551418875,0.3158284745138036,0.3164785365145739,0.25593685,47.97817,0.945391,9771.11,0.092006296
106,linker97_N_linker14_CH_sql_relaxed,0.5344767136438925,0.5394571459461108,0.5294962813416741,0.35271371,31.60417,0.916594,8051.13,0.179529902
107,linker92_C_linker29_C_fss_relaxed,0.45499750232161307,0.4584217908854305,0.4515732137577957,0.64077231,18.72234,0.808241,5359.3,0.401592207
108,linker92_CO_linker64_NH_hcb_relaxed,0.920122801464661,0.9242219691569936,0.9160236337723284,0.77108014,15.51846,0.89087,7479.86,0.272740035
109,linker105_N_linker35_CH_kgm_relaxed,0.7063543778480693,0.7331149886126171,0.6795937670835215,0.6857578,27.9702,0.897891,7390.92,0.092028735
110,linker95_C_linker41_C_hcb_relaxed,0.6838967848186315,0.6675994358028282,0.7001941338344347,0.41125506,32.35338,0.92771,8296.65,0.159253606
111,linker93_NH_linker59_CH2_hcb_relaxed,0.2998535824456453,0.2927367678290637,0.3069703970622269,0.34449899,27.75111,0.898795,8904.53,0.096737767
112,linker97_C_linker70_C_sql_relaxed,1.1785222333117082,1.2311614836471707,1.125882982976246,0.48951906,25.20298,0.884675,6904.39,0.209692429
113,linker97_C_linker39_C_kgm_relaxed,0.9275709876545362,0.8752037951288412,0.9799381801802312,0.36804829,49.38457,0.929995,7693.02,0.126465689
114,linker97_N_linker87_CH_kgm_relaxed,0.5612869590251514,0.5717861137151781,0.5507878043351246,0.35442307,50.56273,0.931268,8343.57,0.128057226
115,linker96_C_linker3_C_kgd-a_relaxed,0.7327676286409541,0.7450161846225857,0.7205190726593226,0.44844929,25.79736,0.90783,7819.46,0.088745979
116,linker92_C_linker61_C_hca_relaxed,0.4998336165446111,0.5124825731064934,0.4871846599827288,0.50257777,25.38919,0.85717,5991.62,0.133057164
117,linker92_N_linker25_CH_fxt_relaxed,0.32212571486281555,0.3272905336495772,0.3169608960760539,0.49387094,54.47969,0.912926,7322.18,
118,linker100_C_linker64_C_kgm_relaxed,0.7375683418982437,0.7345455303263962,0.7405911534700913,0.78030799,17.50926,0.802356,4569.88,
119,linker98_N_linker32_CH_htb_relaxed,0.44699411515334336,0.4477747850002831,0.4462134453064036,0.42908782,42.11538,0.910725,7806.43,0.196790183
120,linker99_N_linker31_CH_sql_relaxed,0.9150963622091238,0.881714269656198,0.9484784547620496,0.71741275,12.46904,0.876483,8442.9,0.119768689
121,linker91_N_linker10_CH_hna_relaxed,0.4772998021041268,0.4674749087171141,0.4871246954911395,0.83242294,19.8842,0.865206,5964.41,
122,linker109_CO_linker70_NH_sql_relaxed,0.5233502047570029,0.5217014181190907,0.524998991394915,0.71437894,11.39653,0.633318,2897.96,0.272364352
123,linker92_C_linker87_C_hcb_relaxed,4.01218818994597,4.033317954251595,3.9910584256403454,0.85552322,13.1596,0.822321,7597.23,0.047939885
124,linker92_C_linker40_C_kgd-a_relaxed,0.8835049086752805,0.8726125706554151,0.894397246695146,0.68186726,20.6551,0.880945,5543.08,0.147330349
125,linker98_C_linker37_C_sql_relaxed,0.7433392023559012,0.7655889118559116,0.7210894928558909,0.51859677,20.50771,0.876299,6373.31,0.28064191
126,linker93_C_linker72_C_kgd-a_relaxed,0.5545544164303511,0.5497045927988252,0.5594042400618771,0.48306397,22.12807,0.871487,5625.94,0.296791029
127,linker96_CO_linker42_NH_hcb_relaxed,0.6042437977191746,0.6170273332023739,0.5914602622359753,0.51773383,31.33825,0.927669,6615.61,
128,linker97_C_linker34_C_sql_relaxed,0.8187742887916225,0.8055493137442932,0.8319992638389517,0.44063069,27.51106,0.908194,7359.09,0.213583161
129,linker92_CO_linker9_NH_hcb_relaxed,0.7083491036141929,0.689802386840314,0.7268958203880718,0.66450694,17.24676,0.855972,7500.69,0.280562193
130,linker91_C_linker39_C_tts-a_relaxed,1.426315654492761,1.4058744407468364,1.446756868238686,0.77694775,25.43262,0.916225,6869.98,0.017363892
131,linker99_CH2_linker5_NH_sql_relaxed,0.5416710074738018,0.5567610529169886,0.5265809620306151,0.81790122,11.93106,0.775674,6800.38,0.15640468
132,linker91_C_linker77_C_tts-a_relaxed,1.805314201096034,1.7989027481584874,1.8117256540335804,1.0472599,14.60633,0.844594,6318.66,0.111303829
133,linker97_CO_linker24_NH_kgm_relaxed,0.4551248222055871,0.4783160496395136,0.4319335947716606,0.33557343,51.92864,0.925934,7369.48,0.264218915
134,linker93_C_linker14_C_hca_relaxed,0.2743385520716999,0.278163859492649,0.2705132446507508,0.22997626,56.21885,0.922361,7596.16,0.199918577
135,linker92_C_linker9_C_hnc_relaxed,0.8406542953215603,0.8114576087608438,0.8698509818822769,0.53996396,13.27239,0.726984,5158.58,0.221137136
136,linker94_N_linker15_CH_hcb_relaxed,0.4958815100401138,0.4803535410949689,0.5114094789852587,0.33853837,39.43704,0.939834,9001.14,0.083054125
137,linker95_C_linker49_C_hnb_relaxed,0.3902268242328115,0.3785930679781785,0.4018605804874445,0.34843424,43.98407,0.931014,7672.31,0.216277465
138,linker108_CO_linker14_NH_kgm_relaxed,0.5955842428454978,0.590899397609289,0.6002690880817068,0.65228133,26.27953,0.840765,6230.65,0.264598274
139,linker92_C_linker85_C_ply_relaxed,0.9005981588041976,0.8920282104913027,0.9091681071170924,0.78320958,12.6292,0.772576,5675.06,
140,linker91_C_linker61_C_hna_relaxed,1.4390539498987591,1.4732448328368364,1.404863066960682,1.0904863,11.03708,0.859731,6251.9,0.117354005
141,linker91_C_linker47_C_car_relaxed,0.9488222544562114,0.9741516577456928,0.92349285116673,1.0318668,11.00186,0.72987,3544.96,0.44430944
142,linker96_N_linker3_CH_hca_relaxed,0.278126593017488,0.2754440219638217,0.2808091640711543,0.29599356,67.24942,0.951076,8657.16,0.080764274
143,linker91_C_linker35_C_hne_relaxed,1.450890416268178,1.4535568269679386,1.448224005568417,0.77591868,20.82972,0.908667,7155.5,0.026269383
144,linker92_C_linker9_C_hnd_relaxed,0.8716368654846535,0.9018196658631128,0.8414540651061941,0.53341264,14.81027,0.724885,5138.34,
145,linker108_C_linker29_C_kgm_relaxed,0.5660817532537605,0.5380037663895344,0.5941597401179866,0.61582667,21.54683,0.788944,4311.29,0.353085648
146,linker97_C_linker23_C_sql_relaxed,0.695612316866049,0.6693401291626551,0.7218845045694429,0.39208282,27.77863,0.906893,7320.56,0.170384682
147,linker96_C_linker48_C_hca_relaxed,0.521167916427133,0.5178914228408231,0.5244444100134428,0.40060063,51.24732,0.911576,6196.94,
148,linker91_C_linker64_C_fxt_relaxed,0.9588973751945538,0.9528509095812396,0.964943840807868,0.95859855,23.55424,0.868229,5811.48,0.184349782
149,linker92_C_linker48_C_hnb_relaxed,0.5157786836272522,0.5188425450059817,0.5127148222485228,0.49339571,16.33664,0.68595,2756.76,0.417742291
150,linker95_NH_linker64_CH2_hcb_relaxed,0.3171497740378679,0.3236680078708833,0.3106315402048526,0.32500712,40.76187,0.935429,9160.4,0.119918757
151,linker107_C_linker1_C_kgm_relaxed,0.7667264081368175,0.7818467243475359,0.751606091926099,0.64762887,16.89381,0.795506,5056.91,0.204648545
152,linker91_C_linker78_C_hcb_relaxed,2.664748556415317,2.317836759911068,3.011660352919565,1.2283486,10.1939,0.820486,5807.47,0.200092421
153,linker93_C_linker83_C_kgd-a_relaxed,0.5060650673912004,0.5305081890397283,0.4816219457426724,0.42160778,23.26312,0.876291,6424.02,0.195331156
154,linker99_CO_linker35_NH_sql_relaxed,1.1875268130450167,1.1860571970947995,1.1889964289952342,0.78689238,16.60437,0.886538,6816.1,0.133178196
155,linker92_C_linker84_C_hca_relaxed,0.5846804088811586,0.5843230758728849,0.5850377418894324,0.52707684,23.83795,0.876862,6689.7,0.133057164
156,linker92_C_linker72_C_hnb_relaxed,0.684188887493939,0.6969372137301473,0.6714405612577308,0.77960666,15.48914,0.764188,3803.95,0.420483297
157,linker107_N_linker61_CH_krr_relaxed,0.7269732090258898,0.6667318467619003,0.7872145712898792,0.88249856,19.2838,0.861413,7113.29,0.155303867
158,linker107_N_linker22_CH_kgm_relaxed,0.5864687639108364,0.58885508765841,0.5840824401632626,0.66554847,29.04438,0.877873,6945.39,0.214196572
159,linker95_N_linker30_CH_hnb_relaxed,0.40647704416324093,0.4111126492304643,0.4018414390960175,0.22833123,63.96648,0.963573,9937.82,0.039550533
160,linker95_CH_linker19_N_hcb_relaxed,0.4939326498748813,0.503342724321332,0.4845225754284306,0.26993099,48.28651,0.955499,10015.2,0.04415746
161,linker97_N_linker45_CH_kgm_relaxed,0.513800216999641,0.512539133607151,0.515061300392131,0.38062178,50.11381,0.925323,7584.84,0.200334508
162,linker96_N_linker2_CH_hca_relaxed,0.3172794334574849,0.3151830162434307,0.319375850671539,0.29796992,67.36612,0.954862,8629.12,0.085937879
163,linker91_CO_linker53_NH_hcb_relaxed,0.6963710769258954,0.7016174463730169,0.6911247074787739,0.94644985,15.41091,0.750408,4674.75,0.453544216
164,linker108_C_linker96_C_bex_relaxed,3.387820578062269,3.347136726430149,3.4285044296943896,0.9127514,11.66406,0.870999,6456.38,0.037290978
165,linker92_C_linker88_C_hna_relaxed,1.240207349641043,1.289897356861859,1.190517342420227,0.83463678,12.80957,0.799676,6114.95,0.240559953
166,linker109_C_linker16_C_sql_relaxed,0.9791651593634567,0.985320676359134,0.9730096423677794,0.58750262,10.83826,0.702105,5204.25,0.13416822
167,linker94_C_linker19_C_hnb_relaxed,1.042862036568089,1.034327167498,1.051396905638178,0.31609995,45.09402,0.945161,8906.68,0.05117102
168,linker92_CO_linker62_NH_hcb_relaxed,1.106480594031955,1.1157572825623845,1.097203905501526,0.76430317,15.26214,0.891947,7611.55,0.263618653
169,linker92_C_linker16_C_hcb_relaxed,1.0612805126110119,1.060586346309324,1.0619746789126996,0.54710859,16.44557,0.86272,7984.28,0.164684377
170,linker93_C_linker42_C_hcb_relaxed,0.9314389457874375,0.901782092871624,0.961095798703251,0.50088658,20.87426,0.873768,5683.47,0.294428281
171,linker92_C_linker10_C_fxt_relaxed,0.6366679776380293,0.6321460686095364,0.6411898866665221,0.64588466,26.02829,0.751865,3104.26,0.45821806
172,linker91_C_linker38_C_ply_relaxed,1.2495354266696626,1.2866801846898472,1.212390668649478,0.88760121,23.36229,0.889566,6759.27,0.145087481
173,linker91_CH_linker8_N_hcb_relaxed,0.6032314722015911,0.6060215754728104,0.6004413689303718,0.93890383,15.99745,0.869017,7171.17,0.352862077
174,linker92_CO_linker59_NH_hcb_relaxed,0.8782803905869363,0.9097004401326894,0.8468603410411831,0.72154223,16.24909,0.884521,7731.49,0.221949436
175,linker95_C_linker7_C_hcb_relaxed,0.592083201155865,0.5634699827277455,0.6206964195839846,0.36351073,31.98748,0.913679,8845.86,0.128870466
176,linker106_C_linker18_C_kgm_relaxed,0.5368684391063917,0.5408042693538421,0.5329326088589413,0.71682192,21.84254,0.768122,3897.62,0.422751404
177,linker107_N_linker58_CH_sql_relaxed,1.4499178213199753,1.473807554369179,1.4260280882707717,0.90173134,12.50719,0.87151,7478.92,0.102414713
178,linker98_CH_linker84_N_kgm_relaxed,0.44569853316443836,0.4607055663872871,0.4306914999415896,0.45657007,35.44378,0.905875,7670.12,0.191233095
179,linker96_C_linker60_C_kgd-a_relaxed,0.8316157346436307,0.8468370428011482,0.8163944264861132,0.49474369,25.68363,0.898964,7494.42,0.122100743
180,linker98_C_linker53_C_sql_relaxed,0.9753095172532943,0.967414430899287,0.9832046036073016,0.72656989,16.4347,0.823116,5231.45,0.354009992
